dataset,column,display_name,category,role,split_type,split_value,data_type,unit,definition
shots_offense,attempts_Paint_Non_RA,Paint (Non-RA) - Attempts,Volume,,Shot zone (NBA convention),Paint (Non-RA),integer,shots,Field goal attempts taken in the paint but outside the restricted area.
shots_offense,mades_Paint_Non_RA,Paint (Non-RA) - Made,Volume,,Shot zone (NBA convention),Paint (Non-RA),integer,shots,Made field goals taken in the paint but outside the restricted area.
shots_offense,attempts_Mid_Range,Mid-Range - Attempts,Volume,,Shot zone (NBA convention),Mid-Range,integer,shots,"Field goal attempts taken from the mid-range (outside the paint, inside the three-point line)."
shots_offense,mades_Mid_Range,Mid-Range - Made,Volume,,Shot zone (NBA convention),Mid-Range,integer,shots,"Made field goals taken from the mid-range (outside the paint, inside the three-point line)."
shots_offense,attempts_Corner_3,Corner 3 - Attempts,Volume,,Shot zone (NBA convention),Corner 3,integer,shots,Field goal attempts taken from the corner three.
shots_offense,mades_Corner_3,Corner 3 - Made,Volume,,Shot zone (NBA convention),Corner 3,integer,shots,Made field goals taken from the corner three.
shots_offense,attempts_Above_Break_3,Above the Break 3 - Attempts,Volume,,Shot zone (NBA convention),Above the Break 3,integer,shots,Field goal attempts taken from above the break three.
shots_offense,mades_Above_Break_3,Above the Break 3 - Made,Volume,,Shot zone (NBA convention),Above the Break 3,integer,shots,Made field goals taken from above the break three.
shots_offense,cl_average_attempts,Contest Level: Average - Attempts,Volume,,Contest level,Contest Level: Average,integer,shots,Field goal attempts taken with an average contest.
shots_offense,cl_average_mades,Contest Level: Average - Made,Volume,,Contest level,Contest Level: Average,integer,shots,Made field goals taken with an average contest.
shots_offense,cl_average_points,Contest Level: Average - Points,Scoring,,Contest level,Contest Level: Average,integer,points,Points scored from field goals taken with an average contest.
shots_offense,cl_average_fg_percentage,Contest Level: Average - FG%,Efficiency,,Contest level,Contest Level: Average,float,ratio 0-1,Field goal percentage (made / attempted) on shots taken with an average contest.
shots_offense,cl_average_attempt_rate,Contest Level: Average - Attempt Share,Shot Profile,,Contest level,Contest Level: Average,float,ratio 0-1,Share of the player's field goal attempts taken with an average contest. Denominator: all field goal attempts by the player.
shots_offense,cl_average_points_per_shot,Contest Level: Average - Points Per Shot,Efficiency,,Contest level,Contest Level: Average,float,points per shot,True-shooting style efficiency on shots taken with an average contest. Formula: (points + free throws made) / (FGA + 0.44 * FTA) within the split; for splits without free throw columns it reduces to points / attempts.
shots_offense,cl_blocked_attempts,Contest Level: Blocked - Attempts,Volume,,Contest level,Contest Level: Blocked,integer,shots,Field goal attempts that were blocked by the defence.
shots_offense,cl_blocked_mades,Contest Level: Blocked - Made,Volume,,Contest level,Contest Level: Blocked,integer,shots,Made field goals that were blocked by the defence.
shots_offense,cl_blocked_points,Contest Level: Blocked - Points,Scoring,,Contest level,Contest Level: Blocked,integer,points,Points scored from field goals that were blocked by the defence.
shots_offense,cl_blocked_fg_percentage,Contest Level: Blocked - FG%,Efficiency,,Contest level,Contest Level: Blocked,float,ratio 0-1,Field goal percentage (made / attempted) on shots that were blocked by the defence.
shots_offense,cl_blocked_attempt_rate,Contest Level: Blocked - Attempt Share,Shot Profile,,Contest level,Contest Level: Blocked,float,ratio 0-1,Share of the player's field goal attempts that were blocked by the defence. Denominator: all field goal attempts by the player.
shots_offense,cl_blocked_points_per_shot,Contest Level: Blocked - Points Per Shot,Efficiency,,Contest level,Contest Level: Blocked,float,points per shot,True-shooting style efficiency on shots that were blocked by the defence. Formula: (points + free throws made) / (FGA + 0.44 * FTA) within the split; for splits without free throw columns it reduces to points / attempts.
shots_offense,cl_light_attempts,Contest Level: Light - Attempts,Volume,,Contest level,Contest Level: Light,integer,shots,Field goal attempts taken with a light contest.
shots_offense,cl_light_mades,Contest Level: Light - Made,Volume,,Contest level,Contest Level: Light,integer,shots,Made field goals taken with a light contest.
shots_offense,cl_light_points,Contest Level: Light - Points,Scoring,,Contest level,Contest Level: Light,integer,points,Points scored from field goals taken with a light contest.
shots_offense,cl_light_fg_percentage,Contest Level: Light - FG%,Efficiency,,Contest level,Contest Level: Light,float,ratio 0-1,Field goal percentage (made / attempted) on shots taken with a light contest.
shots_offense,cl_light_attempt_rate,Contest Level: Light - Attempt Share,Shot Profile,,Contest level,Contest Level: Light,float,ratio 0-1,Share of the player's field goal attempts taken with a light contest. Denominator: all field goal attempts by the player.
shots_offense,cl_light_points_per_shot,Contest Level: Light - Points Per Shot,Efficiency,,Contest level,Contest Level: Light,float,points per shot,True-shooting style efficiency on shots taken with a light contest. Formula: (points + free throws made) / (FGA + 0.44 * FTA) within the split; for splits without free throw columns it reduces to points / attempts.
shots_offense,cl_open_attempts,Contest Level: Open - Attempts,Volume,,Contest level,Contest Level: Open,integer,shots,Field goal attempts taken with no defender close enough to affect the shot.
shots_offense,cl_open_mades,Contest Level: Open - Made,Volume,,Contest level,Contest Level: Open,integer,shots,Made field goals taken with no defender close enough to affect the shot.
shots_offense,cl_open_points,Contest Level: Open - Points,Scoring,,Contest level,Contest Level: Open,integer,points,Points scored from field goals taken with no defender close enough to affect the shot.
shots_offense,cl_open_fg_percentage,Contest Level: Open - FG%,Efficiency,,Contest level,Contest Level: Open,float,ratio 0-1,Field goal percentage (made / attempted) on shots taken with no defender close enough to affect the shot.
shots_offense,cl_open_attempt_rate,Contest Level: Open - Attempt Share,Shot Profile,,Contest level,Contest Level: Open,float,ratio 0-1,Share of the player's field goal attempts taken with no defender close enough to affect the shot. Denominator: all field goal attempts by the player.
shots_offense,cl_open_points_per_shot,Contest Level: Open - Points Per Shot,Efficiency,,Contest level,Contest Level: Open,float,points per shot,True-shooting style efficiency on shots taken with no defender close enough to affect the shot. Formula: (points + free throws made) / (FGA + 0.44 * FTA) within the split; for splits without free throw columns it reduces to points / attempts.
shots_offense,cl_plus_attempts,Contest Level: Plus - Attempts,Volume,,Contest level,Contest Level: Plus,integer,shots,Field goal attempts taken with a heavy contest.
shots_offense,cl_plus_mades,Contest Level: Plus - Made,Volume,,Contest level,Contest Level: Plus,integer,shots,Made field goals taken with a heavy contest.
shots_offense,cl_plus_points,Contest Level: Plus - Points,Scoring,,Contest level,Contest Level: Plus,integer,points,Points scored from field goals taken with a heavy contest.
shots_offense,cl_plus_fg_percentage,Contest Level: Plus - FG%,Efficiency,,Contest level,Contest Level: Plus,float,ratio 0-1,Field goal percentage (made / attempted) on shots taken with a heavy contest.
shots_offense,cl_plus_attempt_rate,Contest Level: Plus - Attempt Share,Shot Profile,,Contest level,Contest Level: Plus,float,ratio 0-1,Share of the player's field goal attempts taken with a heavy contest. Denominator: all field goal attempts by the player.
shots_offense,cl_plus_points_per_shot,Contest Level: Plus - Points Per Shot,Efficiency,,Contest level,Contest Level: Plus,float,points per shot,True-shooting style efficiency on shots taken with a heavy contest. Formula: (points + free throws made) / (FGA + 0.44 * FTA) within the split; for splits without free throw columns it reduces to points / attempts.
shots_offense,cst_catchAndShoot_attempts,Catch And Shoot - Attempts,Volume,,Shot type,Catch And Shoot,integer,shots,Field goal attempts classified as a catch-and-shoot jump shot.
shots_offense,cst_catchAndShoot_mades,Catch And Shoot - Made,Volume,,Shot type,Catch And Shoot,integer,shots,Made field goals classified as a catch-and-shoot jump shot.
shots_offense,cst_catchAndShoot_points,Catch And Shoot - Points,Scoring,,Shot type,Catch And Shoot,integer,points,Points scored from field goals classified as a catch-and-shoot jump shot.
shots_offense,cst_catchAndShoot_fg_percentage,Catch And Shoot - FG%,Efficiency,,Shot type,Catch And Shoot,float,ratio 0-1,Field goal percentage (made / attempted) on shots classified as a catch-and-shoot jump shot.
shots_offense,cst_catchAndShoot_attempt_rate,Catch And Shoot - Attempt Share,Shot Profile,,Shot type,Catch And Shoot,float,ratio 0-1,Share of the player's field goal attempts classified as a catch-and-shoot jump shot. Denominator: all field goal attempts by the player.
shots_offense,cst_catchAndShoot_points_per_shot,Catch And Shoot - Points Per Shot,Efficiency,,Shot type,Catch And Shoot,float,points per shot,True-shooting style efficiency on shots classified as a catch-and-shoot jump shot. Formula: (points + free throws made) / (FGA + 0.44 * FTA) within the split; for splits without free throw columns it reduces to points / attempts.
shots_offense,cst_dribblePullUp_attempts,Dribble Pull Up - Attempts,Volume,,Shot type,Dribble Pull Up,integer,shots,Field goal attempts classified as a pull-up jump shot off the dribble.
shots_offense,cst_dribblePullUp_mades,Dribble Pull Up - Made,Volume,,Shot type,Dribble Pull Up,integer,shots,Made field goals classified as a pull-up jump shot off the dribble.
shots_offense,cst_dribblePullUp_points,Dribble Pull Up - Points,Scoring,,Shot type,Dribble Pull Up,integer,points,Points scored from field goals classified as a pull-up jump shot off the dribble.
shots_offense,cst_dribblePullUp_fg_percentage,Dribble Pull Up - FG%,Efficiency,,Shot type,Dribble Pull Up,float,ratio 0-1,Field goal percentage (made / attempted) on shots classified as a pull-up jump shot off the dribble.
